
user_id,signup_date,acquisition_channel,country
u01315,2025-06-10,referral,United States
u01316,2025-07-13,paid,Brazil
u01317,2025-10-28,social,United States
u01318,2025-11-11,referral,United States
u01319,2025-02-28,organic,United States
u01320,2025-11-30,social,United States
u01321,2025-02-04,paid,United States
u01322,2025-05-01,organic,United Kingdom
u01323,2025-08-21,organic,Canada
u01324,2025-01-14,organic,United States
u01325,2025-05-15,social,United States
u01326,2025-07-26,paid,United States
u01327,2025-03-25,paid,Brazil
u01328,2025-03-07,organic,United States
u01329,2025-02-22,organic,Other
u01330,2025-05-16,other,United States
u01331,2025-12-02,paid,United Kingdom
u01332,2025-11-09,organic,Australia
u01333,2025-03-26,other,Germany
u01334,2025-01-12,other,United States
u01335,2025-12-09,referral,Other
u01336,2025-01-12,social,Other
u01337,2025-04-19,referral,United States
u01338,2025-12-19,organic,India
u01339,2025-08-18,paid,United States
u01340,2025-11-16,organic,United States
u01341,2025-04-28,organic,India
u01342,2025-08-12,organic,United States
u01343,2025-10-10,paid,Germany
u01344,2025-03-06,paid,India
u01345,2025-09-28,organic,India
u01346,2025-12-07,paid,United States
u01347,2025-10-06,paid,United States
u01348,2025-04-01,organic,United States
u01349,2025-03-04,paid,United States
u01350,2025-12-05,paid,Germany
u01351,2025-11-15,paid,United States
u01352,2025-05-21,organic,India
u01353,2025-11-15,paid,India
u01354,2025-04-14,organic,Other
u01355,2025-08-03,organic,India
u01356,2025-02-19,paid,United States
u01357,2025-09-14,social,United Kingdom
u01358,2025-03-09,organic,United States
u01359,2025-07-12,organic,Canada
u01360,2025-05-30,organic,United States
u01361,2025-09-14,organic,United Kingdom
u01362,2025-03-14,organic,India
u01363,2025-04-21,organic,United Kingdom
u01364,2025-06-16,paid,United States
u01365,2025-05-25,other,United Kingdom
u01366,2025-07-25,paid,Australia
u01367,2025-09-01,social,Other
u01368,2025-05-14,organic,United States
u01369,2025-12-09,organic,Germany
u01370,2025-07-14,paid,United States
u01371,2025-05-25,organic,Other
u01372,2025-05-30,organic,United States
u01373,2025-06-01,organic,United States
u01374,2025-03-12,referral,United States
u01375,2025-01-30,organic,United States
u01376,2025-08-02,organic,Brazil
u01377,2025-03-17,organic,United States
u01378,2025-08-06,organic,Germany
u01379,2025-11-30,social,United States
u01380,2025-12-31,referral,India
u01381,2025-08-03,referral,United States
u01382,2025-12-11,organic,United States
u01383,2025-02-21,organic,United States
u01384,2025-02-25,organic,United States
u01385,2025-04-10,social,India
u01386,2025-07-18,organic,India
u01387,2025-06-21,organic,Australia
u01388,2025-03-07,organic,Canada
u01389,2025-04-18,organic,India
u01390,2025-05-27,organic,United States
u01391,2025-12-07,social,United States
u01392,2025-01-22,referral,United States
u01393,2025-03-18,organic,Brazil
u01394,2025-02-05,other,France
u01395,2025-01-28,referral,United States
u01396,2025-08-25,organic,United States
u01397,2025-10-20,organic,Other
u01398,2025-06-10,organic,United Kingdom
u01399,2025-08-23,referral,United States
u01400,2025-05-07,social,India
u01401,2025-01-04,organic,Australia
u01402,2025-07-29,paid,United States
u01403,2025-06-01,organic,Other
u01404,2025-02-08,social,Australia
u01405,2025-01-28,organic,United States
u01406,2025-01-01,paid,India
u01407,2025-03-31,organic,Other
u01408,2025-07-26,paid,United States
u01409,2025-01-08,social,United Kingdom
u01410,2025-07-22,referral,United States
u01411,2025-02-21,organic,France
u01412,2025-03-11,organic,United States
u01413,2025-04-03,organic,Canada
u01414,2025-05-16,organic,Other
u01415,2025-07-19,organic,India
u01416,2025-11-25,organic,United States
u01417,2025-12-18,social,India
u01418,2025-12-30,other,United States
u01419,2025-04-10,social,Other
u01420,2025-12-21,paid,United States
u01421,2025-03-27,paid,United States
u01422,2025-08-03,paid,Other
u01423,2025-12-11,paid,United Kingdom
u01424,2025-07-30,organic,Germany
u01425,2025-01-07,organic,United States
u01426,2025-11-27,referral,Australia
u01427,2025-11-26,paid,United States
u01428,2025-09-01,paid,United States
u01429,2025-10-28,social,India
u01430,2025-01-22,referral,United States
u01431,2025-02-11,social,Other
u01432,2025-10-15,social,India
u01433,2025-11-05,paid,France
u01434,2025-03-05,paid,Brazil
u01435,2025-08-18,other,United States
u01436,2025-12-27,other,United States
u01437,2025-06-01,other,United Kingdom
u01438,2025-04-28,social,United States
u01439,2025-06-23,paid,United States
u01440,2025-05-03,organic,Germany
u01441,2025-05-15,organic,Other
u01442,2025-11-20,paid,United Kingdom
u01443,2025-12-02,organic,United States
u01444,2025-01-07,organic,Canada
u01445,2025-03-15,organic,United States
u01446,2025-12-17,social,Australia
u01447,2025-09-09,paid,United States
u01448,2025-01-22,referral,United States
u01449,2025-02-25,paid,India
u01450,2025-03-01,other,United Kingdom
u01451,2025-06-03,paid,India
u01452,2025-11-23,social,United States
u01453,2025-11-22,organic,United Kingdom
u01454,2025-05-04,referral,Germany
u01455,2025-05-02,organic,India
u01456,2025-02-09,paid,India
u01457,2025-01-31,social,United States
u01458,2025-11-26,organic,Other
u01459,2025-12-05,paid,United States
u01460,2025-11-16,organic,United States
u01461,2025-02-14,organic,Australia
u01462,2025-07-08,social,India
u01463,2025-05-21,organic,United States
u01464,2025-06-03,referral,Other
u01465,2025-05-19,paid,United Kingdom
u01466,2025-12-16,social,Canada
u01467,2025-01-02,paid,Germany
u01468,2025-11-15,organic,India
u01469,2025-05-20,paid,United States
u01470,2025-05-03,paid,United States
u01471,2025-02-14,referral,Brazil
u01472,2025-08-15,other,United States
u01473,2025-08-14,paid,France
u01474,2025-05-31,organic,United States
u01475,2025-12-20,organic,Brazil
u01476,2025-01-05,paid,France
u01477,2025-07-09,organic,United States
u01478,2025-12-19,paid,Canada
u01479,2025-12-16,referral,India
u01480,2025-01-16,organic,United States
u01481,2025-11-21,referral,United States
u01482,2025-08-11,social,United States
u01483,2025-09-14,other,Canada
u01484,2025-04-06,organic,United States
u01485,2025-01-05,paid,Other
u01486,2025-06-13,other,Canada
u01487,2025-01-27,organic,United Kingdom
u01488,2025-11-25,other,Canada
u01489,2025-12-05,referral,United Kingdom
u01490,2025-07-02,paid,Australia
u01491,2025-11-11,other,United States
u01492,2025-06-10,organic,United States
u01493,2025-03-05,paid,United States
u01494,2025-09-05,organic,United States
u01495,2025-09-26,organic,United States
u01496,2025-06-14,paid,United States
u01497,2025-12-15,paid,France
u01498,2025-11-06,paid,Canada
u01499,2025-02-23,other,Brazil
u01500,2025-07-14,paid,Australia
u01501,2025-12-11,social,United States
u01502,2025-09-23,paid,United Kingdom
u01503,2025-10-21,referral,India
u01504,2025-03-26,paid,United States
u01505,2025-10-20,referral,United States
u01506,2025-03-22,social,Other
u01507,2025-11-12,social,United States
u01508,2025-05-28,organic,United States
u01509,2025-07-24,paid,United States
u01510,2025-07-17,social,Australia
u01511,2025-02-07,paid,United States
u01512,2025-12-13,paid,India
u01513,2025-09-07,referral,France
u01514,2025-11-29,social,Brazil
u01515,2025-02-26,organic,United States
u01516,2025-09-17,social,Canada
u01517,2025-11-30,organic,France
u01518,2025-01-04,paid,India
u01519,2025-03-16,referral,United States
u01520,2025-05-12,organic,United States
u01521,2025-05-22,social,Other
u01522,2025-09-18,paid,India
u01523,2025-04-20,social,India
u01524,2025-10-04,paid,Brazil
u01525,2025-09-29,organic,United Kingdom
u01526,2025-06-13,other,United States
u01527,2025-11-27,organic,United States
u01528,2025-04-08,organic,Brazil
u01529,2025-04-18,social,Canada
u01530,2025-06-20,paid,Australia
u01531,2025-04-21,paid,Canada
u01532,2025-07-02,paid,United States
u01533,2025-02-12,paid,Other
u01534,2025-11-15,organic,United Kingdom
u01535,2025-06-29,social,United Kingdom
u01536,2025-07-10,referral,Australia
u01537,2025-08-15,paid,Brazil
u01538,2025-12-31,paid,United States
u01539,2025-08-20,other,United States
u01540,2025-10-30,paid,United States
u01541,2025-03-09,social,Other
u01542,2025-03-08,social,United States
u01543,2025-03-17,social,India
u01544,2025-07-14,social,India
u01545,2025-08-01,organic,Canada
u01546,2025-02-15,paid,United States
u01547,2025-09-23,other,Other
u01548,2025-12-19,other,United States
u01549,2025-06-18,organic,Canada
u01550,2025-12-19,paid,United States
u01551,2025-02-18,organic,United States
u01552,2025-08-01,organic,United Kingdom
u01553,2025-01-22,referral,United States
u01554,2025-04-30,paid,Australia
u01555,2025-08-17,social,France
u01556,2025-08-05,other,Germany
u01557,2025-03-27,paid,United States
u01558,2025-07-06,paid,United States
u01559,2025-07-02,referral,France
u01560,2025-10-16,organic,Germany
u01561,2025-09-13,paid,United Kingdom
u01562,2025-10-06,organic,United States
u01563,2025-05-01,paid,India
u01564,2025-10-25,referral,Other
u01565,2025-04-08,social,France
u01566,2025-01-12,organic,India
u01567,2025-08-17,referral,India
u01568,2025-03-23,paid,United States
u01569,2025-04-27,paid,Other
u01570,2025-06-21,organic,United States
u01571,2025-10-21,paid,United States
u01572,2025-01-12,organic,United States
u01573,2025-11-02,social,Australia
u01574,2025-06-20,paid,India
u01575,2025-07-20,paid,United States
u01576,2025-03-27,organic,United States
u01577,2025-04-30,other,United States
u01578,2025-06-23,paid,United States
u01579,2025-03-27,paid,India
u01580,2025-10-03,paid,United Kingdom
u01581,2025-11-07,other,India
u01582,2025-10-04,organic,United States
u01583,2025-10-26,organic,Other
u01584,2025-01-21,paid,India
u01585,2025-11-18,referral,United States
u01586,2025-02-21,organic,India
u01587,2025-01-20,organic,France
u01588,2025-05-17,social,Germany
u01589,2025-07-05,paid,Brazil
u01590,2025-10-12,paid,India
u01591,2025-05-24,organic,Australia
u01592,2025-03-03,other,Canada
u01593,2025-08-02,paid,India
u01594,2025-01-20,social,France
u01595,2025-06-24,paid,United States
u01596,2025-12-08,organic,Australia
u01597,2025-10-19,paid,United States
u01598,2025-02-03,paid,United States
u01599,2025-10-09,paid,United States
u01600,2025-03-26,social,United Kingdom
u01601,2025-09-03,social,India
u01602,2025-04-15,referral,United States
u01603,2025-07-08,paid,United Kingdom
u01604,2025-12-20,social,United States
u01605,2025-04-05,referral,Australia
u01606,2025-03-22,organic,United States
u01607,2025-03-25,organic,United States
u01608,2025-05-01,social,Brazil
u01609,2025-10-13,paid,United States
u01610,2025-06-21,organic,Canada
u01611,2025-02-27,organic,United States
u01612,2025-07-30,organic,India
u01613,2025-05-28,paid,United States
u01614,2025-09-05,paid,United States
u01615,2025-05-17,social,Other
u01616,2025-01-23,referral,United States
u01617,2025-07-27,organic,United States
u01618,2025-02-13,social,United States
u01619,2025-05-22,organic,United States
u01620,2025-01-27,organic,United States
u01621,2025-12-06,social,India
u01622,2025-10-19,organic,United States
u01623,2025-01-09,organic,India
u01624,2025-03-28,social,Other
u01625,2025-06-28,organic,Other
u01626,2025-02-04,referral,United States
u01627,2025-04-09,organic,United States
u01628,2025-02-21,paid,France
u01629,2025-04-14,other,India
u01630,2025-10-28,organic,United Kingdom
u01631,2025-05-16,social,India
u01632,2025-05-10,social,Germany
u01633,2025-08-20,paid,Australia
u01634,2025-06-27,paid,United States
u01635,2025-04-26,paid,United States
u01636,2025-09-06,paid,United States
u01637,2025-03-16,paid,Other
u01638,2025-06-19,other,Other
u01639,2025-10-02,other,United States
u01640,2025-11-09,paid,United States
u01641,2025-08-15,paid,Germany
u01642,2025-10-10,organic,United States
u01643,2025-08-13,organic,United States
u01644,2025-03-04,paid,Australia
u01645,2025-02-18,paid,India
u01646,2025-06-28,organic,United Kingdom
u01647,2025-02-25,other,Other
u01648,2025-12-06,paid,France
u01649,2025-07-22,organic,United Kingdom
u01650,2025-07-04,paid,United States
u01651,2025-02-07,referral,France
u01652,2025-12-08,paid,India
u01653,2025-07-23,organic,Other
u01654,2025-12-02,organic,India
u01655,2025-06-10,organic,Other
u01656,2025-04-27,paid,United States
u01657,2025-07-22,paid,India
u01658,2025-01-21,organic,United States
u01659,2025-08-31,paid,United States
u01660,2025-05-02,paid,United States
u01661,2025-04-20,other,Other
u01662,2025-10-17,paid,Brazil
u01663,2025-11-11,organic,Australia
u01664,2025-07-24,organic,Canada
u01665,2025-12-17,referral,United States
u01666,2025-04-05,referral,United States
u01667,2025-03-21,referral,India
u01668,2025-08-18,paid,France
u01669,2025-10-05,paid,France
u01670,2025-04-16,referral,India
u01671,2025-12-07,organic,France
u01672,2025-11-14,paid,Germany
u01673,2025-09-19,organic,United States
u01674,2025-03-23,referral,India
u01675,2025-06-11,organic,United States
u01676,2025-06-07,referral,United Kingdom
u01677,2025-06-25,paid,United States
u01678,2025-03-02,other,United States
u01679,2025-02-15,organic,Canada
u01680,2025-09-16,paid,Canada
u01681,2025-10-16,social,United States
u01682,2025-08-11,paid,United States
u01683,2025-01-02,organic,Australia
u01684,2025-06-16,organic,France
u01685,2025-06-19,paid,United States
u01686,2025-06-03,social,United States
u01687,2025-07-14,organic,France
u01688,2025-04-12,paid,United States
u01689,2025-01-02,social,United States
u01690,2025-03-23,organic,Other
u01691,2025-01-04,organic,France
u01692,2025-06-10,paid,United States
u01693,2025-10-10,organic,Other
u01694,2025-03-31,organic,United Kingdom
u01695,2025-01-09,organic,Brazil
u01696,2025-07-03,social,United Kingdom
u01697,2025-03-27,social,India
u01698,2025-10-07,organic,United States
u01699,2025-12-16,organic,France
u01700,2025-12-23,referral,Canada
u01701,2025-12-28,paid,Germany
u01702,2025-05-02,paid,United States
u01703,2025-10-21,social,United Kingdom
u01704,2025-03-30,social,India
u01705,2025-10-05,referral,United States
u01706,2025-12-08,referral,India
u01707,2025-02-20,social,United States
u01708,2025-08-13,organic,France
u01709,2025-11-12,organic,India
u01710,2025-10-16,referral,Other
u01711,2025-07-09,organic,United States
u01712,2025-05-30,organic,India
u01713,2025-10-06,referral,United States
u01714,2025-11-09,organic,United Kingdom
u01715,2025-07-10,organic,United States
u01716,2025-05-10,organic,India
u01717,2025-11-30,social,United States
u01718,2025-11-21,other,United States
u01719,2025-09-24,paid,United States
u01720,2025-09-14,paid,India
u01721,2025-04-06,referral,United States
u01722,2025-05-29,paid,Brazil
u01723,2025-03-12,organic,United States
u01724,2025-05-24,paid,United States
u01725,2025-07-10,referral,India
u01726,2025-08-02,organic,India
u01727,2025-12-27,organic,United States
u01728,2025-12-18,referral,United States
u01729,2025-01-18,referral,India
u01730,2025-03-16,organic,India
u01731,2025-07-20,social,India
u01732,2025-03-26,social,India
u01733,2025-10-27,organic,Germany
u01734,2025-04-05,paid,France
u01735,2025-07-14,organic,United States
u01736,2025-06-17,social,Germany
u01737,2025-02-28,paid,India
u01738,2025-10-21,referral,Canada
u01739,2025-08-19,other,United Kingdom
u01740,2025-05-11,organic,United States
u01741,2025-05-29,paid,Other
u01742,2025-04-11,social,Brazil
u01743,2025-05-04,referral,France
u01744,2025-04-01,organic,United States
u01745,2025-10-11,paid,United States
u01746,2025-11-28,social,Brazil
u01747,2025-11-13,paid,Germany
u01748,2025-12-09,paid,Canada
u01749,2025-09-16,paid,Other
u01750,2025-07-03,paid,United Kingdom
u01751,2025-01-15,organic,United States
u01752,2025-09-19,paid,Brazil
u01753,2025-07-01,paid,India
u01754,2025-05-09,other,United Kingdom
u01755,2025-12-18,organic,United States
u01756,2025-04-24,paid,United States
u01757,2025-09-01,organic,Other
u01758,2025-10-19,organic,India
u01759,2025-09-24,social,France
u01760,2025-02-21,referral,United States
u01761,2025-05-05,social,Brazil
u01762,2025-10-09,other,United States
u01763,2025-12-19,organic,Germany
u01764,2025-08-15,paid,India
u01765,2025-07-11,paid,Canada
u01766,2025-04-29,organic,United States
u01767,2025-07-07,paid,United Kingdom
u01768,2025-03-31,social,United States
u01769,2025-03-08,paid,United States
u01770,2025-01-05,organic,United States
u01771,2025-02-26,referral,United States
u01772,2025-11-19,organic,United States
u01773,2025-03-21,paid,India
u01774,2025-08-02,paid,United States
u01775,2025-09-28,organic,Canada
u01776,2025-03-07,organic,United States
u01777,2025-01-10,organic,United States
u01778,2025-05-24,paid,United Kingdom
u01779,2025-01-22,paid,United Kingdom
u01780,2025-06-19,paid,Other
u01781,2025-03-18,organic,France
u01782,2025-07-23,referral,United States
u01783,2025-03-02,organic,Brazil
u01784,2025-10-19,social,United States
u01785,2025-02-20,paid,France
u01786,2025-04-03,organic,United States
u01787,2025-12-30,paid,Australia
u01788,2025-01-30,paid,United States
u01789,2025-10-01,social,Other
u01790,2025-01-06,referral,India
u01791,2025-09-29,organic,United States
u01792,2025-04-22,social,India
u01793,2025-10-13,referral,Australia
u01794,2025-02-09,organic,United States
u01795,2025-06-11,organic,France
u01796,2025-03-31,organic,United States
u01797,2025-06-19,paid,United States
u01798,2025-07-12,organic,Canada
u01799,2025-10-16,referral,United States
u01800,2025-05-17,organic,United States
u01801,2025-03-01,paid,India
u01802,2025-04-18,paid,France
u01803,2025-03-09,organic,Brazil
u01804,2025-04-04,organic,United States
u01805,2025-02-10,paid,United States
u01806,2025-06-17,paid,India
u01807,2025-06-29,paid,United States
u01808,2025-06-28,organic,Australia
u01809,2025-10-02,organic,India
u01810,2025-01-16,referral,United States
u01811,2025-09-02,social,Canada
u01812,2025-01-18,organic,United States
u01813,2025-08-27,paid,Australia
u01814,2025-05-12,organic,Other
u01815,2025-06-20,paid,Canada
u01816,2025-07-05,referral,Canada
u01817,2025-10-24,social,United States
u01818,2025-11-19,paid,United States
u01819,2025-05-31,paid,United States
u01820,2025-09-24,social,Australia
u01821,2025-06-24,organic,United States
u01822,2025-08-02,paid,Brazil
u01823,2025-11-23,organic,France
u01824,2025-05-22,organic,Other
u01825,2025-06-04,paid,United States
u01826,2025-12-15,organic,United States
u01827,2025-07-31,organic,Other
u01828,2025-03-23,organic,United States
u01829,2025-11-17,paid,United Kingdom
u01830,2025-01-25,organic,United States
u01831,2025-07-14,paid,United Kingdom
u01832,2025-10-06,paid,United States
u01833,2025-04-14,organic,Australia
u01834,2025-05-25,organic,Other
u01835,2025-08-13,organic,United Kingdom
u01836,2025-08-16,organic,Other
u01837,2025-05-03,organic,United States
u01838,2025-03-24,social,United States
u01839,2025-06-18,organic,Other
u01840,2025-02-07,other,India
u01841,2025-01-31,paid,United Kingdom
u01842,2025-08-18,referral,Brazil
u01843,2025-05-24,paid,Other
u01844,2025-07-01,other,Brazil
u01845,2025-10-27,organic,France
u01846,2025-01-28,organic,United States
u01847,2025-02-19,social,United States
u01848,2025-04-26,organic,France
u01849,2025-07-17,social,United States
u01850,2025-03-31,other,Other
u01851,2025-08-10,other,Canada
u01852,2025-07-14,referral,United States
u01853,2025-06-05,organic,United States
u01854,2025-12-10,social,United States
u01855,2025-07-21,paid,Australia
u01856,2025-11-27,paid,Other
u01857,2025-01-15,social,Other
u01858,2025-08-22,organic,United States
u01859,2025-05-08,referral,Australia
u01860,2025-09-02,social,United States
u01861,2025-06-13,organic,United States
u01862,2025-03-24,organic,United States
u01863,2025-02-13,paid,India
u01864,2025-11-02,paid,Canada
u01865,2025-02-26,referral,Canada
u01866,2025-01-22,organic,Other
u01867,2025-12-22,organic,United States
u01868,2025-11-19,organic,United States
u01869,2025-01-03,organic,United States
u01870,2025-06-05,paid,United Kingdom
u01871,2025-04-13,social,Other
u01872,2025-11-09,other,Other
u01873,2025-05-25,organic,United States
u01874,2025-02-10,referral,India
u01875,2025-06-04,organic,United States
u01876,2025-10-28,paid,Other
u01877,2025-11-02,organic,Brazil
u01878,2025-01-25,organic,United States
u01879,2025-12-26,organic,Other
u01880,2025-02-18,referral,United States
u01881,2025-04-18,referral,India
u01882,2025-06-04,organic,United States
u01883,2025-02-23,referral,Other
u01884,2025-05-10,social,Brazil
u01885,2025-10-11,organic,United States
u01886,2025-04-25,paid,France
u01887,2025-07-01,organic,India
u01888,2025-03-29,organic,Australia
u01889,2025-10-01,social,United States
u01890,2025-06-21,organic,Brazil
u01891,2025-05-27,paid,Other
u01892,2025-05-18,paid,United States
u01893,2025-05-03,referral,United States
u01894,2025-06-27,social,India
u01895,2025-12-27,organic,United States
u01896,2025-03-25,paid,United States
u01897,2025-03-21,social,United Kingdom
u01898,2025-09-11,organic,United States
u01899,2025-11-16,social,Canada
u01900,2025-10-05,paid,Germany
u01901,2025-09-25,organic,Australia
u01902,2025-09-03,paid,Other
u01903,2025-12-20,paid,United States
u01904,2025-04-29,referral,Other
u01905,2025-07-21,paid,Canada
u01906,2025-04-16,referral,France
u01907,2025-10-30,social,United States
u01908,2025-06-01,organic,United States
u01909,2025-01-16,social,United States
u01910,2025-04-09,organic,United States
u01911,2025-04-18,paid,United States
u01912,2025-10-02,other,United Kingdom
u01913,2025-07-01,paid,United Kingdom
u01914,2025-08-22,social,United States
u01915,2025-06-16,paid,India
u01916,2025-11-04,organic,United States
u01917,2025-06-11,organic,Other
u01918,2025-12-08,social,United States
u01919,2025-05-13,social,United States
u01920,2025-04-19,paid,United States
u01921,2025-09-08,paid,India
u01922,2025-02-13,organic,United Kingdom
u01923,2025-12-20,paid,United States
u01924,2025-11-04,paid,Other
u01925,2025-03-08,organic,United States
u01926,2025-12-19,organic,India
u01927,2025-10-07,other,Australia
u01928,2025-03-26,organic,Other
u01929,2025-08-01,paid,France
u01930,2025-08-15,social,United States
u01931,2025-12-06,organic,United States
u01932,2025-11-08,other,United States
u01933,2025-05-19,organic,United States
u01934,2025-03-31,organic,United States
u01935,2025-12-15,referral,United States
u01936,2025-12-25,organic,United States
u01937,2025-10-31,organic,India
u01938,2025-01-02,organic,United States
u01939,2025-06-07,social,India
u01940,2025-03-01,organic,United Kingdom
u01941,2025-08-01,organic,Other
u01942,2025-08-10,social,United States
u01943,2025-09-29,paid,United States
u01944,2025-02-26,organic,India
u01945,2025-10-04,organic,United States
u01946,2025-09-14,organic,United States
u01947,2025-12-25,organic,Canada
u01948,2025-08-12,paid,Australia
u01949,2025-11-05,organic,United Kingdom
u01950,2025-04-05,paid,United States
u01951,2025-08-19,organic,United States
u01952,2025-07-26,paid,Other
u01953,2025-12-26,paid,United Kingdom
u01954,2025-06-06,paid,Other
u01955,2025-04-03,referral,United States
u01956,2025-01-15,paid,United States
u01957,2025-10-23,paid,United States
u01958,2025-08-13,organic,Canada
u01959,2025-11-21,organic,United States
u01960,2025-02-21,organic,United States
u01961,2025-11-30,organic,Canada
u01962,2025-06-07,organic,United Kingdom
u01963,2025-07-01,paid,United States
u01964,2025-07-29,organic,India
u01965,2025-03-15,paid,Canada
u01966,2025-04-05,organic,United States
u01967,2025-05-11,organic,France
u01968,2025-06-19,organic,India
u01969,2025-08-27,paid,Other
u01970,2025-12-01,paid,Brazil
u01971,2025-06-01,paid,Other
u01972,2025-06-17,organic,United States
u01973,2025-10-27,paid,United States
u01974,2025-06-30,social,United States
u01975,2025-08-28,organic,United States
u01976,2025-12-23,paid,India
u01977,2025-12-25,paid,United States
u01978,2025-08-17,paid,United States
u01979,2025-08-03,paid,United Kingdom
u01980,2025-08-18,organic,Other
u01981,2025-06-16,organic,Canada
u01982,2025-08-27,paid,Canada
u01983,2025-07-01,organic,United States
u01984,2025-03-21,paid,United Kingdom
u01985,2025-03-10,paid,United States
u01986,2025-10-28,paid,India
u01987,2025-05-21,other,Australia
u01988,2025-10-29,organic,United States
u01989,2025-12-08,social,Germany
u01990,2025-03-25,organic,United States
u01991,2025-11-07,paid,France
u01992,2025-11-06,organic,United States
u01993,2025-05-30,paid,United States
u01994,2025-09-15,social,United States
u01995,2025-11-08,organic,Australia
u01996,2025-02-28,paid,Brazil
u01997,2025-02-14,referral,Other
u01998,2025-02-12,organic,India
u01999,2025-12-11,organic,United States
u02000,2025-04-02,referral,United States
u02001,2025-07-13,paid,United States
u02002,2025-10-05,organic,United Kingdom
u02003,2025-04-19,organic,France
u02004,2025-08-20,organic,United States
u02005,2025-02-02,social,Other
u02006,2025-07-23,social,United States
u02007,2025-04-15,referral,France
u02008,2025-12-27,other,United Kingdom
u02009,2025-08-21,paid,United States
u02010,2025-04-16,social,United States
u02011,2025-07-09,other,Australia
u02012,2025-03-04,paid,United States
u02013,2025-06-10,referral,Canada
u02014,2025-08-23,paid,France
u02015,2025-06-14,paid,United States
u02016,2025-06-24,social,India
u02017,2025-12-18,paid,France
u02018,2025-07-20,paid,Canada
u02019,2025-12-20,organic,United States
u02020,2025-02-03,paid,India
u02021,2025-03-10,paid,United States
u02022,2025-01-18,organic,India
u02023,2025-09-06,organic,United States
u02024,2025-09-14,paid,India
u02025,2025-08-15,social,United Kingdom
u02026,2025-11-07,organic,India
u02027,2025-12-17,paid,Germany
u02028,2025-01-26,other,United Kingdom
u02029,2025-10-24,referral,India
u02030,2025-07-09,paid,United States
u02031,2025-01-24,referral,Germany
u02032,2025-03-07,organic,Other
u02033,2025-11-08,paid,Germany
u02034,2025-10-31,organic,United States
u02035,2025-09-03,social,United States
u02036,2025-08-13,organic,United States
u02037,2025-02-10,organic,United States
u02038,2025-08-22,paid,India
u02039,2025-04-11,social,United States
u02040,2025-01-12,paid,Other
u02041,2025-12-18,paid,United States
u02042,2025-02-13,organic,United States
u02043,2025-08-07,social,United States
u02044,2025-04-21,organic,India
u02045,2025-10-21,organic,United States
u02046,2025-09-20,paid,United States
u02047,2025-03-25,social,Brazil
u02048,2025-09-14,organic,India
u02049,2025-07-16,paid,United Kingdom
u02050,2025-09-05,organic,India
u02051,2025-04-08,referral,India
u02052,2025-06-02,social,Australia
u02053,2025-07-17,referral,Canada
u02054,2025-12-10,organic,India
u02055,2025-07-28,organic,United States
u02056,2025-12-31,paid,United States
u02057,2025-04-19,paid,United States
u02058,2025-02-16,paid,United Kingdom
u02059,2025-07-04,referral,Other
u02060,2025-03-13,organic,United Kingdom
u02061,2025-07-26,paid,France
u02062,2025-02-01,organic,India
u02063,2025-05-18,paid,United States
u02064,2025-05-26,organic,Australia
u02065,2025-02-27,paid,Other
u02066,2025-07-28,organic,Brazil
u02067,2025-03-31,social,Other
u02068,2025-05-23,organic,Other
u02069,2025-11-26,organic,United States
u02070,2025-07-17,referral,India
u02071,2025-11-11,paid,United States
u02072,2025-03-26,other,United States
u02073,2025-01-19,other,United States
u02074,2025-09-22,organic,United States
u02075,2025-01-25,social,Canada
u02076,2025-01-18,organic,France
u02077,2025-07-20,paid,Australia
u02078,2025-06-28,paid,Australia
u02079,2025-10-15,other,Other
u02080,2025-03-29,organic,United States
u02081,2025-03-24,organic,France
u02082,2025-04-26,organic,United States
u02083,2025-07-11,social,United Kingdom
u02084,2025-05-21,organic,United States
u02085,2025-09-09,paid,United Kingdom
u02086,2025-06-22,social,Other
u02087,2025-01-07,social,United States
u02088,2025-04-23,paid,Canada
u02089,2025-08-28,referral,Other
u02090,2025-06-17,social,Germany
u02091,2025-05-08,organic,India
u02092,2025-04-01,paid,Canada
u02093,2025-09-06,paid,India
u02094,2025-06-08,organic,United States
u02095,2025-09-07,paid,United States
u02096,2025-11-17,paid,Germany
u02097,2025-07-04,organic,Other
u02098,2025-02-09,paid,United States
u02099,2025-08-09,social,France
u02100,2025-02-27,social,India
u02101,2025-09-30,organic,United States
u02102,2025-06-02,social,United States
u02103,2025-12-21,paid,Other
u02104,2025-04-05,social,Germany
u02105,2025-09-08,paid,France
u02106,2025-09-22,referral,India
u02107,2025-03-30,other,Other
u02108,2025-03-21,paid,United States
u02109,2025-07-24,referral,France
u02110,2025-08-06,other,United States
u02111,2025-06-29,social,United States
u02112,2025-02-14,paid,United Kingdom
u02113,2025-04-30,referral,United States
u02114,2025-10-31,organic,India
u02115,2025-09-09,organic,United States
u02116,2025-11-04,paid,United States
u02117,2025-11-27,organic,United States
u02118,2025-03-03,organic,United States
u02119,2025-04-03,organic,United States
u02120,2025-12-29,organic,United Kingdom
u02121,2025-05-30,organic,United States
u02122,2025-01-09,organic,Brazil
u02123,2025-07-22,referral,United States
u02124,2025-04-14,social,Canada
u02125,2025-03-14,organic,Other
u02126,2025-02-04,paid,India
u02127,2025-02-26,organic,United States
u02128,2025-02-09,other,France
u02129,2025-04-13,paid,United States
u02130,2025-12-07,organic,United States
